,Accuracy,Binary Precision,Binary Recall,Binary F1 Score,Average Loss,All-Class Precision,All-Class Recall,All-Class F1 Score
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",6.600318771872348e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",6.64252793168377e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",6.280570251122166e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.9761555194229626e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.7676555855267666e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.6373079307926305e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.491184361344088e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.322847278762121e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.109358029299525e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",5.00279612469462e-05,,0.1111111111111111,
