Accuracy,Binary Precision,Binary Recall,Binary F1 Score,Average Loss,All-Class Precision,All-Class Recall,All-Class F1 Score
0.8686946694292711,0.8922270345462052,0.9957631836118706,0.9411561817211922,8.682228011153579e-05,0.36101940679503125,0.4406630441272131,0.3933003933364244
0.8763853833113581,0.9153533010393213,0.9957817390121105,0.9538751399742863,8.136416530370957e-05,0.44127285058446336,0.47808106085782204,0.44277193207288396
0.7789282350725184,0.7707766520338503,0.999659817662267,0.8704231534077522,0.00016648597017112092,0.4659915257110614,0.41476705994145135,0.3996280090304436
0.7874797513656056,0.7843507004106357,0.9994773562265739,0.8789420723415828,0.00011899438361260573,0.35895335244274956,0.3476607384202093,0.3029343290196913
0.8708852891316632,0.8588937332451253,0.999743316963347,0.9239816560174579,8.39534036873281e-05,0.37912298111093234,0.4408370659271978,0.40321649077062444
0.7891806366547373,0.7675289716431586,0.9999505189326934,0.8684581604286692,0.00011802289890598634,0.3719385012109707,0.34929094165762353,0.31719163621863966
0.6897739687323413,0.6776836294360391,0.9999876297331733,0.8078760872905525,0.00022855634356632774,0.464818869950377,0.287541031209537,0.2898824933977622
0.69270860802411,0.6834106691752371,0.9997773351971202,0.8118623658182248,0.0002565280171618967,0.46421670569842655,0.30111666473497184,0.2916069451748446
0.6974985873045771,0.6832110031637477,0.9997556872301736,0.8117143255298929,0.00020106734347807406,0.4473156363411028,0.3027180798207756,0.30979731004153227
0.7959709926539839,0.7675155002326222,0.9999567040661067,0.8684518693596907,0.00010513564552162094,0.45855060835879985,0.38709173459460555,0.38503203205680325
0.7970107364852138,0.7679946784500986,0.9997402243966402,0.8686768258438289,0.00010449393085827874,0.4676653840174526,0.38680515875575733,0.3832991506304075
0.6987624788095687,0.6829255927043967,0.9997773351971202,0.8115199871475782,0.00014819040559553917,0.45885865989940683,0.30261446026255545,0.30973714017688736
0.6988736108495008,0.684919752105514,0.9997185764296936,0.8129068274718325,0.00015783581658800573,0.4469709560736749,0.30167606630154364,0.305904484284013
0.6986513467696365,0.6971693535342643,0.9997031135961603,0.8214670070175127,0.0001574252802327745,0.43901472289990906,0.3014361792016721,0.29428890874439406
0.6985797702015445,0.6975748406715427,0.999585596061307,0.8217087174767734,0.00015781588709885087,0.43917072268723867,0.30142312169779945,0.2939008624206489
0.6986193256733848,0.6834366879718881,0.999650539962147,0.811838914611282,0.00015774665184505493,0.45776659615962423,0.30143033768678174,0.3078360376576147
0.6979619514032774,0.6831508293490914,0.9999845371664667,0.8117472658373072,0.00020043035697513245,0.44921956477469194,0.3031060303281843,0.3111667010122169
0.695042380862686,0.6779692289628508,0.9999876297331733,0.8080789905760105,0.00020418064856351505,0.4593065507004261,0.29076511547253553,0.30612806767451284
0.6977434545112073,0.683435668434273,0.9996257994284937,0.8118300364681181,0.00019992361394129764,0.44707716343335235,0.30306617057952057,0.3102560060781348
0.6980184592201921,0.6836196304747323,0.9997278541298136,0.8119934742719782,0.00019979760525151255,0.4473170969887889,0.3033156789980351,0.3107101592118034
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.0002039957309497448,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.00020401044416235953,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.0002040595401975512,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.00020407550832567218,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.0002041084779166763,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.00020413258898627906,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.0002040596725439447,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6902203804859672,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.00020425606824861863,0.4657132974026336,0.28921040949437593,0.29029558727889576
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.0002040860106691338,0.45886865056688997,0.29109876810435065,0.3064483024138658
0.6952778300998305,0.6782223490028609,0.9999876297331733,0.8082587611858222,0.00020408536779166806,0.45886865056688997,0.29109876810435065,0.3064483024138658
