,Accuracy,Binary Precision,Binary Recall,Binary F1 Score,Average Loss,All-Class Precision,All-Class Recall,All-Class F1 Score
0,0.13144468005297363,"[           nan            nan            nan            nan
            nan            nan            nan 1.37387905e-01
 4.42262616e-05]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.50397701e-05]","[           nan            nan            nan            nan
            nan            nan            nan 2.41584959e-01
 3.91006843e-05]",3.35024493456e-05,,0.11111500441890436,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.411085925363611e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.4568969720775926e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.499446871215084e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.575249668865938e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.712977057064076e-05,,0.1111111111111111,
0,0.05461758694337485,"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.05461759]",[0. 0. 0. 0. 0. 0. 0. 0. 1.],"[       nan        nan        nan        nan        nan        nan
        nan        nan 0.10357799]",3.719111733068009e-05,,0.1111111111111111,
0,0.18623068031324877,"[1.                nan        nan        nan        nan        nan
 0.         0.42646118 0.07899326]","[2.76587347e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00000000e+00]","[5.53021736e-04            nan            nan            nan
            nan            nan            nan 5.97928900e-01
 1.46420298e-01]",3.346605835320826e-05,,0.22225295414969073,
0,0.33143932144743593,"[0.99415889        nan        nan        nan        nan        nan
 0.         0.19781055        nan]","[0.32476638 0.         0.         0.         0.         0.
 0.         1.         0.        ]","[0.48959466        nan        nan        nan        nan        nan
        nan 0.33028688        nan]",3.102863183262216e-05,,0.14719626410258801,
0,0.38139874914836447,"[0.99532091        nan        nan        nan        nan        nan
 0.         0.23028718        nan]","[0.40589349 0.         0.         0.         0.         0.
 0.         1.         0.        ]","[0.57663449        nan        nan        nan        nan        nan
        nan 0.37436329        nan]",2.9869630318737175e-05,,0.15621038732242384,
0,0.4000352136935337,"[0.99564391        nan        nan        nan        nan        nan
 0.         0.23745268 0.00108681]","[4.36131631e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.80318161e-04]","[6.06564073e-01            nan            nan            nan
            nan            nan            nan 3.83776580e-01
 4.45682451e-04]",2.8880276689505026e-05,,0.15960132765295598,
0,0.4579579119810765,"[0.99605963        nan        nan        nan        nan        nan
 0.         0.27509663 0.20649391]","[0.48234658 0.         0.         0.         0.         0.
 0.         1.         0.53971758]","[0.64995121        nan        nan        nan        nan        nan
        nan 0.43149142 0.29870457]",2.8154935817592765e-05,,0.224673795437484,
0,0.4865403311618222,"[0.99611687        nan        nan        nan        nan        nan
 0.         0.29983891 0.24702897]","[0.48948502 0.         0.         0.         0.         0.
 0.         1.         0.98255019]","[0.65641312        nan        nan        nan        nan        nan
        nan 0.4613478  0.39479909]",2.80787057198964e-05,,0.27467057929911015,
0,0.4927410032840597,"[0.9961948         nan        nan        nan        nan        nan
 0.         0.3769718  0.17527094]","[0.49954783 0.         0.         0.         0.         0.
 0.         1.         0.98262027]","[0.66541788        nan        nan        nan        nan        nan
        nan 0.54753743 0.29748007]",2.8090600235795814e-05,,0.2757964555904609,
0,0.4888387901799726,"[0.9961461         nan        nan        nan        nan        nan
 0.         0.38309265 0.18119613]","[0.49321118 0.         0.         0.         0.         0.
 0.         1.         0.98262027]","[0.65976163        nan        nan        nan        nan        nan
        nan 0.55396528 0.30597092]",2.863868048392045e-05,,0.27509238367913186,
0,0.48886558320766127,"[0.99614644        nan        nan        nan        nan        nan
 0.         0.38448448 0.19361765]","[0.49325469 0.         0.         0.         0.         0.
 0.         1.         0.98262027]","[0.65980063        nan        nan        nan        nan        nan
        nan 0.55541898 0.32349345]",2.9209102417796386e-05,,0.27509721791491343,
0,0.5008095321937366,"[0.99629169        nan        nan        nan        nan        nan
 0.         0.39147981 0.20399508]","[0.51264999 0.         0.         0.         0.         0.
 0.         1.         0.98262027]","[0.6769631         nan        nan        nan        nan        nan
        nan 0.56268126 0.33785119]",2.9523639897112886e-05,,0.277252251165823,
0,0.5310818259065613,"[0.99661507        nan        nan        nan        nan        nan
 0.         0.38968732 0.22957463]","[0.56180795 0.         0.         0.         0.         0.
 0.         1.         0.98262027]","[0.71855492        nan        nan        nan        nan        nan
        nan 0.56082734 0.3721921 ]",2.9191875320696397e-05,,0.28271424699387754,
